1651-08-17,ЫQРЛ704,Регулятор тяги двигателя,РТД 704QЫРЛ 372
1861-01-23,ЭVФЛ229,Вакуумная камера,ВК 229VЭФЛ 162
1035-12-07,ЛIЧФ162,Резервная система питания,РСП 162IЛЧФ 988
1735-04-15,РCRC150,Лазерный прицел,ЛП 150CRCР 288
1803-01-15,ВJYH866,Запасной контейнер,ЗК 866JYHВ 220
1661-10-27,JСPК372,Система санитарной обработки,ССО 372JPСК 362
1310-01-02,QXЮH414,Разделитель зарядки,РЗ 414QXHЮ 713
1563-09-08,ЯОYF233,Система защиты от метеоритов,С 233YFЯО 460
1520-08-02,ЖЕЖХ992,Инерциальная навигационная система,ИНС 992ЖЕЖХ 503
1039-11-06,ХХЩR555,Система газораспределения,СГ 555RХХЩ 984
1356-11-16,LОDЛ468,Солнечные батареи,СБ 468LDОЛ 667
1791-09-02,VSOH221,Система уничтожения мусора,СУМ 221VSOH 232
1041-02-07,DВСЗ701,Гидрозапорная система,ГС 701DВСЗ 982
1232-03-15,TАЮМ813,Теплообменник,Т 813TАЮМ 791
1928-02-02,RУEO123,Крепежные болты,КБ 123REOУ 95
1949-02-10,УЯPW232,Наземная ракетная платформа,НРП 232PWУЯ 74
0919-03-19,QJМY369,Регулятор тяги двигателя,РТД 369QJYМ 1104
1827-03-03,ЬZЮX122,Контроллер топлива,КТ 122ZXЬЮ 196
1971-06-04,DЛУF681,Контроллер топлива,КТ 681DFЛУ 52
1579-05-05,UWЧO689,Радиоизотопный генератор,РГ 689UWOЧ 444
1567-12-27,TАHГ487,Гидравлическая система,ГС 487THАГ 456
1227-05-20,WHАR275,Батарея электронных блоков,БЭБ 275WHRА 796
0903-03-20,TVGG694,Информационно-управляющая система,ИС 694TVGG 1120
1204-12-27,AJОN902,Теплообменник,Т 902AJNО 819
1419-02-21,XAЬT527,Реверсивная тяга,РТ 527XATЬ 604
0977-10-16,ЩEAI270,Газовый генератор,ГГ 270EAIЩ 1046
1614-01-01,ПUПЭ8,Радиоизотопный генератор,РГ 8UППЭ 409
1464-06-28,ВDVЫ390,Корпусная панель,КП 390DVВЫ 559
1898-05-06,STXА51,Система стабилизации,СС 51STXА 125
0994-04-26,НИХZ164,Уровнемер топлива,УТ 164ZНИХ 1029
0952-07-05,ЭСНO344,Система вентиляции,СВ 344OЭСН 1071
1746-05-04,VЭУЭ293,Резервная система питания,РСП 293VЭУЭ 277
1487-01-21,ГЛГМ676,Спутниковая антенна,СА 676ГЛГМ 536
1585-10-18,ZZЭO494,Рулевая сопля,РС 494ZZOЭ 438
0958-01-09,ЩQГZ230,Ускоритель,У 230QZЩГ 1065
1016-09-19,ЩМФМ440,Гидрозапорная система,ГС 440ЩМФМ 1007
1351-02-10,НYZЮ647,Гидрозапорная система,ГС 647YZНЮ 672
1390-05-05,IНXК480,Фильтр газоотводного патрубка,ФГП 480IXНК 633
1414-12-20,FHТИ946,Навигационный модуль,НМ 946FHТИ 609
0970-04-21,LYОД50,Система дозаправки топлива,СДТ 50LYОД 1053
1303-02-24,HЪНЯ603,Азотный бак,АБ 603HЪНЯ 720
1848-03-21,ЖEЧR526,Генератор apu,ГA 526ERЖЧ 175
1574-02-14,FМUТ420,Система уничтожения мусора,СУМ 420FUМТ 449
1646-05-14,ТNLЛ5,Ускорительный блок,УБ 5NLТЛ 377
1175-09-11,DJЧЖ711,Радиоизотопный генератор,РГ 711DJЧЖ 848
1536-03-02,XСЧS583,Ускорительный блок,УБ 583XSСЧ 487
2005-09-18,ШMAЙ508,Корпусная панель,КП 508MAШЙ 18
1318-11-08,ДLMO836,Гидравлическая система,ГС 836LMOД 705
1892-10-12,VWEO966,Щит теплоизоляции,ЩТ 966VWEO 131
1204-12-03,ИJЗГ947,Внешний обтекатель,ВО 947JИЗГ 819
1292-12-11,RWLЫ241,Система дозаправки топлива,СДТ 241RWLЫ 731
1068-09-12,PZIР885,Газодинамическая система управления,ГСУ 885PZIР 955
1988-05-07,UЫРЩ767,Резервный блок питания,РБП 767UЫРЩ 35
1043-04-21,RЯЭF276,Ёмкость жидкого водорода,ЁЖВ 276RFЯЭ 980
1740-09-07,LТДR148,Резервный турбонасос,РТ 148LRТД 283
0970-06-01,ЗЗKЪ38,Батарейный отсек,БО 38KЗЗЪ 1053
1816-06-28,IЩLБ197,Система вентиляции,СВ 197ILЩБ 207
1518-07-21,FUYО8,Система аварийного отключения,САО 8FUYО 505
1503-02-15,AЦРQ230,Гидравлическая система,ГС 230AQЦР 520
1137-02-19,AМUК552,Солнечные батареи,СБ 552AUМК 886
0927-08-21,VПТU590,Корректирующая сопля,КС 590VUПТ 1096
2010-02-04,GЙLA236,Ускорительный блок,УБ 236GLAЙ 13
1551-04-08,MJPX345,Система подачи кислорода,СПК 345MJPX 472
1988-03-11,ЧOЯЯ372,Топливный бак,ТБ 372OЧЯЯ 35
1466-10-04,ЧЧФC581,Газовый сепаратор,ГС 581CЧЧФ 557
1198-07-19,YЭОP431,Коммуникационная панель,КП 431YPЭО 825
1845-12-26,SZCI145,Главный двигатель,ГД 145SZCI 178
0905-03-08,ЖCРЕ474,Фильтр газоотводного патрубка,ФГП 474CЖРЕ 1118
1714-12-07,ФИZB298,Система охлаждения камеры сгорания,С 298ZBФИ 309
1758-03-03,ZMCZ241,Система санитарной обработки,ССО 241ZMCZ 265
1337-07-10,ЖBЮE800,Система охлаждения камеры сгорания,С 800BEЖЮ 686
1646-03-25,ЙБШП244,Внутренний предохранитель,ВП 244ЙБШП 377
1216-04-13,ФOЦВ528,Контейнер для отходов,КДО 528OФЦВ 807
1949-06-08,УSVК693,Герметичный контейнер,ГК 693SVУК 74
1544-11-02,ЕDКK973,Система очистки топлива,СОТ 973DKЕК 479
1329-03-04,МVЧЦ312,Система подачи кислорода,СПК 312VМЧЦ 694
1641-07-14,СЗIB230,Резервный турбонасос,РТ 230IBСЗ 382
1612-01-07,ФFAQ429,Система очистки топлива,СОТ 429FAQФ 411
1442-05-12,ФMШК880,Комплект резервных датчиков,КРД 880MФШК 581
1902-01-05,AИРA650,Модульный отсек,МО 650AAИР 121
1952-03-09,ЧKVЫ727,Ёмкость жидкого водорода,ЁЖВ 727KVЧЫ 71
1998-02-03,LЯЯV779,Резервный топливный бак,РТБ 779LVЯЯ 25
1170-10-06,ЙМБЫ89,Система взрывной обработки,СВО 89ЙМБЫ 853
1895-03-12,HTОЕ259,Резервный блок питания,РБП 259HTОЕ 128
1038-10-22,OGDY825,Рулевая сопля,РС 825OGDY 985
1444-03-25,ЙVLL29,Огнедышащий сопел,ОС 29VLLЙ 579
0937-12-25,ESXR742,Система защиты от перегрузок,С 742ESXR 1086
1777-04-21,ЦВPГ293,Стойка поддержки,СП 293PЦВГ 246
1138-11-09,HЙBЙ590,Антенна связи,АС 590HBЙЙ 885
1731-06-19,RЛЖЧ146,Система питания,СП 146RЛЖЧ 292
1665-03-27,KJEО745,Система уничтожения мусора,СУМ 745KJEО 358
1258-03-28,YЮRЛ700,Радиосигнальная система,РС 700YRЮЛ 765
1719-08-16,ЖFDФ662,Система погасителей,СП 662FDЖФ 304
1146-10-17,СВТЕ325,Система погасителей,СП 325СВТЕ 877
1203-10-14,БЩЯB794,Контейнер для отходов,КДО 794BБЩЯ 820
1898-04-26,ТWЬЪ953,Система подачи кислорода,СПК 953WТЬЪ 125
1601-02-18,XРШN956,Стабилизатор,С 956XNРШ 422
1840-11-28,NZRМ219,Гидравлическая система,ГС 219NZRМ 183
1224-02-28,XQЛЭ853,Вакуумная камера,ВК 853XQЛЭ 799
1332-01-01,MЭУФ45,Топливный насос,ТН 45MЭУФ 691
1308-06-28,CРРO55,Разгрузочный механизм,РМ 55COРР 715
0924-08-11,NХОN296,Система уничтожения мусора,СУМ 296NNХО 1099
1387-09-12,CУZX148,Батарея электронных блоков,БЭБ 148CZXУ 636
0904-01-26,IЩVU755,Спутниковая антенна,СА 755IVUЩ 1119
1533-09-20,UCGW856,Батарейный отсек,БО 856UCGW 490
1394-10-11,МВOШ212,Разгрузочный механизм,РМ 212OМВШ 629
1680-01-08,ГРЦЧ600,Комплект резервных датчиков,КРД 600ГРЦЧ 343
1958-08-22,JСХМ16,Регулятор давления,РД 16JСХМ 65
1469-04-14,TCNP808,Система подачи кислорода,СПК 808TCNP 554
1631-02-15,WWGA864,Пылесборный фильтр,ПФ 864WWGA 392
1045-08-23,ЫЗБВ448,Щит теплоизоляции,ЩТ 448ЫЗБВ 978
1506-09-28,KЖZЕ158,Кондиционер воздуха,КВ 158KZЖЕ 517
1386-09-06,ЫNLK430,Рычаг управления,РУ 430NLKЫ 637
1618-09-07,ЪFЮЧ350,Система санитарной обработки,ССО 350FЪЮЧ 405
1489-01-17,PXLE524,Ускорительный блок,УБ 524PXLE 534
1957-02-19,АОAW902,Запасной двигатель,ЗД 902AWАО 66
1046-05-02,BЕWШ612,Инерциальная навигационная система,ИНС 612BWЕШ 977
1720-01-02,ZГPP66,Спутниковая антенна,СА 66ZPPГ 303
1760-05-16,CVМЕ170,Фазовод,Ф 170CVМЕ 263
0921-04-09,FХВК714,Уплотнительное кольцо,УК 714FХВК 1102
1448-09-07,HКМK859,Основное управление двигателем,ОУД 859HKКМ 575
1747-07-21,FMНЯ284,Модульный отсек,МО 284FMНЯ 276
1309-05-23,ЪФEХ374,Аэродинамический кокпит,АК 374EЪФХ 714
1634-11-20,ФЫЖИ131,Воздухозаборник,В 131ФЫЖИ 389
1160-03-26,QУЛT188,Резервный блок питания,РБП 188QTУЛ 863
1347-01-16,JOЗZ703,Система стабилизации,СС 703JOZЗ 676
1185-03-06,EПЛШ356,Фазовод,Ф 356EПЛШ 838
1689-07-21,УDЗЙ107,Разъединитель топливных линий,РТЛ 107DУЗЙ 334
1193-03-18,РJЛМ228,Автоматическая навигационная система,АНС 228JРЛМ 830
1362-01-13,РQАС593,Запасной контейнер,ЗК 593QРАС 661
1273-05-23,BZЕU847,Герметичный контейнер,ГК 847BZUЕ 750
1332-04-09,ИHZP970,Система охлаждения камеры сгорания,С 970HZPИ 691
1984-04-24,FЬOM413,Теплообменник,Т 413FOMЬ 39
1184-12-14,СЯМY699,Спутниковая антенна,СА 699YСЯМ 839
1666-07-22,ЧJKИ204,Блок управления турбиной,БУТ 204JKЧИ 357
1782-02-19,MЫRI728,Система дозаправки топлива,СДТ 728MRIЫ 241
1026-10-13,ХEКЦ321,Ступенька,С 321EХКЦ 997
1451-12-08,LLLE43,Резервный турбонасос,РТ 43LLLE 572
1535-05-21,ЧОLC624,Основное управление двигателем,ОУД 624LCЧО 488
1348-10-25,YАЖR194,Аэродинамический кокпит,АК 194YRАЖ 675
1893-12-26,ДГЪI908,Коммуникационная панель,КП 908IДГЪ 130
1728-09-13,RЦНЖ865,Корректирующая сопля,КС 865RЦНЖ 295
1758-06-04,РZНU816,Газовый сепаратор,ГС 816ZUРН 265
1783-02-15,LIСЪ171,Стабилизатор,С 171LIСЪ 240
1254-10-25,OGVФ963,Система погасителей,СП 963OGVФ 769
1202-10-07,ТЗНП401,Ускоритель,У 401ТЗНП 821
1679-12-23,LДPZ913,Коммуникационная панель,КП 913LPZД 344
1228-12-16,NЧWG811,Ёмкость жидкого водорода,ЁЖВ 811NWGЧ 795
1154-09-07,ЭЧTF148,Разгрузочный механизм,РМ 148TFЭЧ 869
1476-08-24,ПWNЬ484,Разгрузочный механизм,РМ 484WNПЬ 547
1952-04-16,ЪRБЕ169,Гидравлическая система,ГС 169RЪБЕ 71
1864-10-08,CПЕO480,Система питания,СП 480COПЕ 159
1761-08-01,ЪGNH893,Уплотнительное кольцо,УК 893GNHЪ 262
1315-08-11,ЛЦLQ456,Радиоизотопный генератор,РГ 456LQЛЦ 708
1201-03-03,IЬXФ356,Система питания,СП 356IXЬФ 822
1617-02-02,ЙPВК371,Клапан подкачки топлива,КПТ 371PЙВК 406
1423-12-07,ФБЖZ528,Регулятор давления,РД 528ZФБЖ 600
1805-12-11,ПJAF80,Разделитель зарядки,РЗ 80JAFП 218
1217-06-15,HЩCН452,Топливный насос,ТН 452HCЩН 806
1998-01-13,EHРV514,Система радарного обнаружения,СРО 514EHVР 25
1228-07-04,YMЯМ911,Топливный насос,ТН 911YMЯМ 795
1148-11-05,ЖЫЬE248,Корректирующая сопля,КС 248EЖЫЬ 875
1560-01-18,ТRSО430,Разделитель зарядки,РЗ 430RSТО 463
1198-05-25,ФNNМ962,Система защиты от метеоритов,С 962NNФМ 825
1361-11-02,ЩДRШ137,Разъединитель топливных линий,РТЛ 137RЩДШ 662
1786-01-22,UГОЬ980,Термобарическая камера,ТК 980UГОЬ 237
1918-12-14,ЩОТЦ803,Топливный насос,ТН 803ЩОТЦ 105
1174-03-16,QЭВR150,Стабилизатор,С 150QRЭВ 849
1898-03-22,SAVЮ33,Зарядное устройство,ЗУ 33SAVЮ 125
1399-02-15,ЩЕЭP357,Батарея электронных блоков,БЭБ 357PЩЕЭ 624
1851-08-14,QКJZ72,Теплообменник,Т 72QJZК 172
1402-04-17,NШЗU252,Охолаждающая система,ОС 252NUШЗ 621
1177-10-03,ЮЮФЬ813,Газовый генератор,ГГ 813ЮЮФЬ 846
1809-07-11,ЛTOH439,Пылесборный фильтр,ПФ 439TOHЛ 214
1405-06-02,MHPЯ585,Стойка поддержки,СП 585MHPЯ 618
1763-05-28,XZCT854,Внутренний предохранитель,ВП 854XZCT 260
1120-01-12,GЦХN922,Динамические тормоза,ДТ 922GNЦХ 903
1562-10-14,ZСXX318,Спутниковая антенна,СА 318ZXXС 461
1341-05-02,ГQШЩ499,Коммуникационная панель,КП 499QГШЩ 682
1442-01-25,ЭЕLC210,Резервная система питания,РСП 210LCЭЕ 581
0955-07-01,ДYRЫ253,Термооболочка,Т 253YRДЫ 1068
1375-05-04,ENСG941,Ступенька,С 941ENGС 648
1404-05-02,ФHYP725,Радиосигнальная система,РС 725HYPФ 619
1793-04-13,FQЮЮ93,Газовый генератор,ГГ 93FQЮЮ 230
1606-06-03,УHMI136,Спутниковая антенна,СА 136HMIУ 417
1642-06-15,ЙBXЭ383,Главный двигатель,ГД 383BXЙЭ 381
1259-12-28,OWЕЮ792,Корпусная панель,КП 792OWЕЮ 764
1298-10-01,ZFГЩ13,Автоклавная установка,АУ 13ZFГЩ 725
1971-11-05,NТGЖ370,Рычаг управления,РУ 370NGТЖ 52
1226-09-04,TФZЖ420,Газовый сепаратор,ГС 420TZФЖ 797
1204-03-15,МГПG807,Топливный бак,ТБ 807GМГП 819
1416-03-12,ЕВHD798,Разгрузочный механизм,РМ 798HDЕВ 607
0960-07-26,DCWУ258,Запасной двигатель,ЗД 258DCWУ 1063
1480-01-05,ЖAЬЩ395,Система стабилизации,СС 395AЖЬЩ 543
1108-08-03,SCОС189,Главный двигатель,ГД 189SCОС 915
1661-12-07,ЮNЗS470,Датчик температуры,ДТ 470NSЮЗ 362
1810-07-10,GDMH945,Рычаг управления,РУ 945GDMH 213
0940-04-01,СVНЙ621,Разделитель зарядки,РЗ 621VСНЙ 1083
1448-10-10,ФZBF774,Система очистки топлива,СОТ 774ZBFФ 575
1208-08-05,RАHЙ640,Система аварийного отключения,САО 640RHАЙ 815
1939-02-08,ЭЬJЩ335,Комплект резервных датчиков,КРД 335JЭЬЩ 84
1397-03-22,КЩWL302,Система защиты от метеоритов,С 302WLКЩ 626
1968-12-02,ЪЯPW533,Основное управление двигателем,ОУД 533PWЪЯ 55
1852-02-07,БЧГЯ737,Коммуникационная панель,КП 737БЧГЯ 171
1820-06-26,EФXB434,Турбоагрегат,Т 434EXBФ 203
1223-01-02,DNVL53,Генератор apu,ГA 53DNVL 800
1843-12-14,NXRО152,Ступенька,С 152NXRО 180
1449-02-15,CХNЙ32,Фазовод,Ф 32CNХЙ 574
1336-11-13,FЙИJ675,Внешний обтекатель,ВО 675FJЙИ 687
1666-11-06,ГSЭТ532,Система газораспределения,СГ 532SГЭТ 357
1344-11-15,LЖXW958,Огнедышащий сопел,ОС 958LXWЖ 679
1051-11-23,KЬНЦ397,Датчик температуры,ДТ 397KЬНЦ 972
1763-10-17,УЕХЕ263,Азотный бак,АБ 263УЕХЕ 260
1596-11-15,КЙFХ747,Генератор apu,ГA 747FКЙХ 427
1959-06-12,ДЧJЕ930,Радиоизотопный генератор,РГ 930JДЧЕ 64
1905-12-12,UТЧB881,Крепежные болты,КБ 881UBТЧ 118
1544-12-20,ОXSQ727,Вакуумный регулятор давления,ВРД 727XSQО 479
1959-09-08,MЭLЧ514,Система охлаждения двигателя,СОД 514MLЭЧ 64
1367-03-28,VМГV236,Разгрузочный механизм,РМ 236VVМГ 656
1449-07-26,ЕАМЪ604,Система взрывной обработки,СВО 604ЕАМЪ 574
1926-10-06,ЮЯМЫ652,Рычаг управления,РУ 652ЮЯМЫ 97
1816-11-05,QСDЛ480,Навигационный модуль,НМ 480QDСЛ 207
1821-02-26,MУГW647,Газовый сепаратор,ГС 647MWУГ 202
1087-01-17,MAПS608,Запасной двигатель,ЗД 608MASП 936
1994-08-19,VKPО611,Устройство управления тягой,УУТ 611VKPО 29
1208-11-28,ИSNZ231,Аэродинамический кокпит,АК 231SNZИ 815
1795-03-04,HXВУ323,Вакуумный насос,ВН 323HXВУ 228
2002-11-10,ЗKIV712,Гидрозапорная система,ГС 712KIVЗ 21
1917-03-16,КТМK821,Камера сгорания,КС 821KКТМ 106
1029-08-17,CОCT976,Система радарного обнаружения,СРО 976CCTО 994
1929-09-01,WНЗИ346,Запасной двигатель,ЗД 346WНЗИ 94
1981-07-21,ВШЦL75,Структурный каркас,СК 75LВШЦ 42
1235-11-22,BЛОТ405,Аэродинамический кокпит,АК 405BЛОТ 788
1492-04-10,ЦPЪИ710,Основное управление двигателем,ОУД 710PЦЪИ 531
1795-10-17,BPИG539,Воздухозаборник,В 539BPGИ 228
1866-10-18,ТFHV322,Камера сгорания,КС 322FHVТ 157
1591-04-15,ИЧАЭ252,Реверсивная тяга,РТ 252ИЧАЭ 432
1988-02-06,ЪDЖГ772,Рычаг управления,РУ 772DЪЖГ 35
1524-11-04,VКAE937,Камера сгорания,КС 937VAEК 499
1239-12-18,FIBY245,Коммуникационная панель,КП 245FIBY 784
1574-02-14,ГИWС317,Рычаг управления,РУ 317WГИС 449
1558-10-09,УЯPQ647,Внутренний предохранитель,ВП 647PQУЯ 465
1618-01-14,WСХC332,Турбоагрегат,Т 332WCСХ 405
1786-01-12,FРVЗ947,Кольцевой теплообменник,КТ 947FVРЗ 237
1551-01-27,XДWC308,Фильтр газоотводного патрубка,ФГП 308XWCД 472
1999-10-16,УЙТХ195,Батарейный отсек,БО 195УЙТХ 24
1810-05-16,ГCЗS280,Основное управление двигателем,ОУД 280CSГЗ 213
1361-12-17,IВЗН948,Запасной двигатель,ЗД 948IВЗН 662
1614-10-05,QИОX926,Вакуумная камера,ВК 926QXИО 409
1259-08-26,SЦZБ680,Термооболочка,Т 680SZЦБ 764
1684-05-13,MОEЯ844,Солнечные батареи,СБ 844MEОЯ 339
